"DATE / TIME (PDT)","SNO ADJ INCHES",""
"04/01/1958","37.50",""
"05/01/1958","40.80",""
"06/01/1958","--",""
"07/01/1958","--",""
"08/01/1958","--",""
"09/01/1958","--",""
"10/01/1958","--",""
"11/01/1958","--",""
"12/01/1958","--",""
"01/01/1959","8.60",""
"02/01/1959","8.60",""
"03/01/1959","19.20",""
"04/01/1959","15.80",""
"05/01/1959","1.80",""
"06/01/1959","--",""
"07/01/1959","--",""
"08/01/1959","--",""
"09/01/1959","--",""
"10/01/1959","--",""
"11/01/1959","--",""
"12/01/1959","--",""
"01/01/1960","10.40",""
"02/01/1960","10.40",""
"03/01/1960","18.60",""
"04/01/1960","18.80",""
"05/01/1960","7.30",""
"06/01/1960","--",""
"07/01/1960","--",""
"08/01/1960","--",""
"09/01/1960","--",""
"10/01/1960","--",""
"11/01/1960","--",""
"12/01/1960","--",""
"01/01/1961","8.10",""
"02/01/1961","8.10",""
"03/01/1961","9.60",""
"04/01/1961","13.10",""
"05/01/1961","3.70",""
"06/01/1961","--",""
"07/01/1961","--",""
"08/01/1961","--",""
"09/01/1961","--",""
"10/01/1961","--",""
"11/01/1961","--",""
"12/01/1961","--",""
"01/01/1962","13.20",""
"02/01/1962","13.20",""
"03/01/1962","31.40",""
"04/01/1962","40.00",""
"05/01/1962","18.30",""
"06/01/1962","--",""
"07/01/1962","--",""
"08/01/1962","--",""
"09/01/1962","--",""
"10/01/1962","--",""
"11/01/1962","--",""
"12/01/1962","--",""
"01/01/1963","--",""
"02/01/1963","0.00",""
"03/01/1963","0.00",""
"04/01/1963","7.80",""
"05/01/1963","15.90",""
"06/01/1963","--",""
"07/01/1963","--",""
"08/01/1963","--",""
"09/01/1963","--",""
"10/01/1963","--",""
"11/01/1963","--",""
"12/01/1963","--",""
"01/01/1964","14.90",""
"02/01/1964","14.90",""
"03/01/1964","12.60",""
"04/01/1964","15.30",""
"05/01/1964","8.00",""
"06/01/1964","--",""
"07/01/1964","--",""
"08/01/1964","--",""
"09/01/1964","--",""
"10/01/1964","--",""
"11/01/1964","--",""
"12/01/1964","--",""
"01/01/1965","31.10",""
"02/01/1965","31.10",""
"03/01/1965","28.70",""
"04/01/1965","31.80",""
"05/01/1965","22.80",""
"06/01/1965","--",""
"07/01/1965","--",""
"08/01/1965","--",""
"09/01/1965","--",""
"10/01/1965","--",""
"11/01/1965","--",""
"12/01/1965","--",""
"01/01/1966","17.50",""
"02/01/1966","17.50",""
"03/01/1966","20.70",""
"04/01/1966","12.10",""
"05/01/1966","0.00",""
"06/01/1966","--",""
"07/01/1966","--",""
"08/01/1966","--",""
"09/01/1966","--",""
"10/01/1966","--",""
"11/01/1966","--",""
"12/01/1966","--",""
"01/01/1967","19.20",""
"02/01/1967","19.20",""
"03/01/1967","19.40",""
"04/01/1967","28.20",""
"05/01/1967","45.30",""
"06/01/1967","--",""
"07/01/1967","--",""
"08/01/1967","--",""
"09/01/1967","--",""
"10/01/1967","--",""
"11/01/1967","--",""
"12/01/1967","--",""
"01/01/1968","14.20",""
"02/01/1968","14.20",""
"03/01/1968","15.50",""
"04/01/1968","16.50",""
"05/01/1968","2.90",""
"06/01/1968","--",""
"07/01/1968","--",""
"08/01/1968","--",""
"09/01/1968","--",""
"10/01/1968","--",""
"11/01/1968","--",""
"12/01/1968","--",""
"01/01/1969","--",""
"02/01/1969","49.10",""
"03/01/1969","49.10",""
"04/01/1969","52.40",""
"05/01/1969","42.20",""
"06/01/1969","--",""
"07/01/1969","--",""
"08/01/1969","--",""
"09/01/1969","--",""
"10/01/1969","--",""
"11/01/1969","--",""
"12/01/1969","--",""
"01/01/1970","--",""
"02/01/1970","--",""
"03/01/1970","12.20",""
"04/01/1970","12.20",""
"05/01/1970","5.00",""
"06/01/1970","--",""
"07/01/1970","--",""
"08/01/1970","--",""
"09/01/1970","--",""
"10/01/1970","--",""
"11/01/1970","--",""
"12/01/1970","--",""
"01/01/1971","--",""
"02/01/1971","--",""
"03/01/1971","22.60",""
"04/01/1971","22.60",""
"05/01/1971","13.60",""
"06/01/1971","--",""
"07/01/1971","--",""
"08/01/1971","--",""
"09/01/1971","--",""
"10/01/1971","--",""
"11/01/1971","--",""
"12/01/1971","--",""
"01/01/1972","--",""
"02/01/1972","--",""
"03/01/1972","7.70",""
"04/01/1972","7.70",""
"05/01/1972","6.20",""
"06/01/1972","--",""
"07/01/1972","--",""
"08/01/1972","--",""
"09/01/1972","--",""
"10/01/1972","--",""
"11/01/1972","--",""
"12/01/1972","--",""
"01/01/1973","--",""
"02/01/1973","--",""
"03/01/1973","35.00",""
"04/01/1973","35.00",""
"05/01/1973","21.60",""
"06/01/1973","--",""
"07/01/1973","--",""
"08/01/1973","--",""
"09/01/1973","--",""
"10/01/1973","--",""
"11/01/1973","--",""
"12/01/1973","--",""
"01/01/1974","--",""
"02/01/1974","--",""
"03/01/1974","25.90",""
"04/01/1974","25.90",""
"05/01/1974","20.90",""
"06/01/1974","--",""
"07/01/1974","--",""
"08/01/1974","--",""
"09/01/1974","--",""
"10/01/1974","--",""
"11/01/1974","--",""
"12/01/1974","--",""
"01/01/1975","--",""
"02/01/1975","--",""
"03/01/1975","34.30",""
"04/01/1975","34.30",""
"05/01/1975","39.80",""
"06/01/1975","--",""
"07/01/1975","--",""
"08/01/1975","--",""
"09/01/1975","--",""
"10/01/1975","--",""
"11/01/1975","--",""
"12/01/1975","--",""
"01/01/1976","--",""
"02/01/1976","--",""
"03/01/1976","10.80",""
"04/01/1976","10.80",""
"05/01/1976","3.20",""
"06/01/1976","--",""
"07/01/1976","--",""
"08/01/1976","--",""
"09/01/1976","--",""
"10/01/1976","--",""
"11/01/1976","--",""
"12/01/1976","--",""
"01/01/1977","--",""
"02/01/1977","--",""
"03/01/1977","6.90",""
"04/01/1977","6.90",""
"05/01/1977","0.00",""
"06/01/1977","--",""
"07/01/1977","--",""
"08/01/1977","--",""
"09/01/1977","--",""
"10/01/1977","--",""
"11/01/1977","--",""
"12/01/1977","--",""
"01/01/1978","--",""
"02/01/1978","--",""
"03/01/1978","42.30",""
"04/01/1978","42.30",""
"05/01/1978","42.20",""
"06/01/1978","--",""
"07/01/1978","--",""
"08/01/1978","--",""
"09/01/1978","--",""
"10/01/1978","--",""
"11/01/1978","--",""
"12/01/1978","--",""
"01/01/1979","--",""
"02/01/1979","--",""
"03/01/1979","29.80",""
"04/01/1979","29.80",""
"05/01/1979","20.90",""
"06/01/1979","--",""
"07/01/1979","--",""
"08/01/1979","--",""
"09/01/1979","--",""
"10/01/1979","--",""
"11/01/1979","--",""
"12/01/1979","--",""
"01/01/1980","--",""
"02/01/1980","--",""
"03/01/1980","28.10",""
"04/01/1980","28.10",""
"05/01/1980","17.60",""
"06/01/1980","--",""
"07/01/1980","--",""
"08/01/1980","--",""
"09/01/1980","--",""
"10/01/1980","--",""
"11/01/1980","--",""
"12/01/1980","--",""
"01/01/1981","--",""
"02/01/1981","--",""
"03/01/1981","21.10",""
"04/01/1981","21.10",""
"05/01/1981","12.40",""
"06/01/1981","--",""
"07/01/1981","--",""
"08/01/1981","--",""
"09/01/1981","--",""
"10/01/1981","--",""
"11/01/1981","--",""
"12/01/1981","--",""
"01/01/1982","--",""
"02/01/1982","--",""
"03/01/1982","29.10",""
"04/01/1982","29.10",""
"05/01/1982","--",""
"06/01/1982","--",""
"07/01/1982","--",""
"08/01/1982","--",""
"09/01/1982","--",""
"10/01/1982","--",""
"11/01/1982","--",""
"12/01/1982","--",""
"01/01/1983","--",""
"02/01/1983","--",""
"03/01/1983","55.80",""
"04/01/1983","55.80",""
"05/01/1983","58.30",""
"06/01/1983","--",""
"07/01/1983","--",""
"08/01/1983","--",""
"09/01/1983","--",""
"10/01/1983","--",""
"11/01/1983","--",""
"12/01/1983","--",""
"01/01/1984","--",""
"02/01/1984","--",""
"03/01/1984","7.60",""
"04/01/1984","7.60",""
"05/01/1984","0.00",""
"06/01/1984","--",""
"07/01/1984","--",""
"08/01/1984","--",""
"09/01/1984","--",""
"10/01/1984","--",""
"11/01/1984","--",""
"12/01/1984","--",""
"01/01/1985","--",""
"02/01/1985","--",""
"03/01/1985","25.60",""
"04/01/1985","25.60",""
"05/01/1985","8.80",""
"06/01/1985","--",""
"07/01/1985","--",""
"08/01/1985","--",""
"09/01/1985","--",""
"10/01/1985","--",""
"11/01/1985","--",""
"12/01/1985","--",""
"01/01/1986","--",""
"02/01/1986","--",""
"03/01/1986","19.00",""
"04/01/1986","19.00",""
"05/01/1986","0.00",""
"06/01/1986","--",""
"07/01/1986","--",""
"08/01/1986","--",""
"09/01/1986","--",""
"10/01/1986","--",""
"11/01/1986","--",""
"12/01/1986","--",""
"01/01/1987","--",""
"02/01/1987","--",""
"03/01/1987","12.00",""
"04/01/1987","12.00",""
"05/01/1987","0.60",""
"06/01/1987","--",""
"07/01/1987","--",""
"08/01/1987","--",""
"09/01/1987","--",""
"10/01/1987","--",""
"11/01/1987","--",""
"12/01/1987","--",""
"01/01/1988","--",""
"02/01/1988","--",""
"03/01/1988","3.30",""
"04/01/1988","3.30",""
"05/01/1988","0.00",""
"06/01/1988","--",""
"07/01/1988","--",""
"08/01/1988","--",""
"09/01/1988","--",""
"10/01/1988","--",""
"11/01/1988","--",""
"12/01/1988","--",""
"01/01/1989","--",""
"02/01/1989","18.10",""
"03/01/1989","18.10",""
"04/01/1989","22.10",""
"05/01/1989","3.30",""
"06/01/1989","--",""
"07/01/1989","--",""
"08/01/1989","--",""
"09/01/1989","--",""
"10/01/1989","--",""
"11/01/1989","--",""
"12/01/1989","--",""
"01/01/1990","--",""
"02/01/1990","10.00","e"
"03/01/1990","15.10","e"
"04/01/1990","9.10","e"
"05/01/1990","0.00","e"
"06/01/1990","--",""
"07/01/1990","--",""
"08/01/1990","--",""
"09/01/1990","--",""
"10/01/1990","--",""
"11/01/1990","--",""
"12/01/1990","0.00",""
"01/01/1991","0.00",""
"02/01/1991","3.50","e"
"03/01/1991","3.00","e"
"04/01/1991","19.90","e"
"05/01/1991","11.10","e"
"06/01/1991","--",""
"07/01/1991","--",""
"08/01/1991","--",""
"09/01/1991","--",""
"10/01/1991","--",""
"11/01/1991","--",""
"12/01/1991","--",""
"01/01/1992","--",""
"02/01/1992","7.50","e"
"03/01/1992","14.60","e"
"04/01/1992","13.30","e"
"05/01/1992","0.00","e"
"06/01/1992","--",""
"07/01/1992","--",""
"08/01/1992","--",""
"09/01/1992","--",""
"10/01/1992","--",""
"11/01/1992","--",""
"12/01/1992","--",""
"01/01/1993","--",""
"02/01/1993","28.50","e"
"03/01/1993","41.20","e"
"04/01/1993","36.10","e"
"05/01/1993","22.50","e"
"06/01/1993","--",""
"07/01/1993","--",""
"08/01/1993","--",""
"09/01/1993","--",""
"10/01/1993","--",""
"11/01/1993","--",""
"12/01/1993","--",""
"01/01/1994","--",""
"02/01/1994","7.00","e"
"03/01/1994","17.30","e"
"04/01/1994","13.90","e"
"05/01/1994","3.00","e"
"06/01/1994","--",""
"07/01/1994","--",""
"08/01/1994","--",""
"09/01/1994","--",""
"10/01/1994","--",""
"11/01/1994","--",""
"12/01/1994","--",""
"01/01/1995","--",""
"02/01/1995","26.50","e"
"03/01/1995","28.10","e"
"04/01/1995","39.20","e"
"05/01/1995","23.60","e"
"06/01/1995","--",""
"07/01/1995","--",""
"08/01/1995","--",""
"09/01/1995","--",""
"10/01/1995","--",""
"11/01/1995","--",""
"12/01/1995","--",""
"01/01/1996","--",""
"02/01/1996","16.50","e"
"03/01/1996","25.00","e"
"04/01/1996","29.30","e"
"05/01/1996","4.20","e"
"06/01/1996","--",""
"07/01/1996","--",""
"08/01/1996","--",""
"09/01/1996","--",""
"10/01/1996","--",""
"11/01/1996","--",""
"12/01/1996","--",""
"01/01/1997","--",""
"02/01/1997","27.90","e"
"03/01/1997","25.40","e"
"04/01/1997","13.90","e"
"05/01/1997","0.00","e"
"06/01/1997","--",""
"07/01/1997","--",""
"08/01/1997","--",""
"09/01/1997","--",""
"10/01/1997","--",""
"11/01/1997","--",""
"12/01/1997","--",""
"01/01/1998","--",""
"02/01/1998","18.90","e"
"03/01/1998","39.30","e"
"04/01/1998","39.40","e"
"05/01/1998","34.00","e"
"06/01/1998","--",""
"07/01/1998","--",""
"08/01/1998","--",""
"09/01/1998","--",""
"10/01/1998","--",""
"11/01/1998","--",""
"12/01/1998","--",""
"01/01/1999","--",""
"02/01/1999","14.00","e"
"03/01/1999","28.50","e"
"04/01/1999","49.90","e"
"05/01/1999","17.00","e"
"06/01/1999","--",""
"07/01/1999","--",""
"08/01/1999","--",""
"09/01/1999","--",""
"10/01/1999","--",""
"11/01/1999","--",""
"12/01/1999","--",""
"01/01/2000","--",""
"02/01/2000","--",""
"03/01/2000","21.80","e"
"04/01/2000","18.20","e"
"05/01/2000","9.50","e"
"06/01/2000","--",""
"07/01/2000","--",""
"08/01/2000","--",""
"09/01/2000","--",""
"10/01/2000","--",""
"11/01/2000","--",""
"12/01/2000","--",""
"01/01/2001","--",""
"02/01/2001","11.90","e"
"03/01/2001","18.50","e"
"04/01/2001","16.80","e"
"05/01/2001","10.30","e"
"06/01/2001","--",""
"07/01/2001","--",""
"08/01/2001","--",""
"09/01/2001","--",""
"10/01/2001","--",""
"11/01/2001","--",""
"12/01/2001","--",""
"01/01/2002","--",""
"02/01/2002","20.00","e"
"03/01/2002","19.90","e"
"04/01/2002","21.50","e"
"05/01/2002","6.60","e"
"06/01/2002","--",""
"07/01/2002","--",""
"08/01/2002","--",""
"09/01/2002","--",""
"10/01/2002","--",""
"11/01/2002","--",""
"12/01/2002","--",""
"01/01/2003","--",""
"02/01/2003","15.30","e"
"03/01/2003","15.70","e"
"04/01/2003","9.40","e"
"05/01/2003","14.90","e"
"06/01/2003","--",""
"07/01/2003","--",""
"08/01/2003","--",""
"09/01/2003","--",""
"10/01/2003","--",""
"11/01/2003","--",""
"12/01/2003","--",""
"01/01/2004","--",""
"02/01/2004","18.10","e"
"03/01/2004","27.30","e"
"04/01/2004","19.50","e"
"05/01/2004","0.40","e"
"06/01/2004","--",""
"07/01/2004","--",""
"08/01/2004","--",""
"09/01/2004","--",""
"10/01/2004","--",""
"11/01/2004","--",""
"12/01/2004","--",""
"01/01/2005","--",""
"02/01/2005","28.50","e"
"03/01/2005","40.30","e"
"04/01/2005","48.00","e"
"05/01/2005","39.30","e"
"06/01/2005","--",""
"07/01/2005","--",""
"08/01/2005","--",""
"09/01/2005","--",""
"10/01/2005","--",""
"11/01/2005","--",""
"12/01/2005","--",""
"01/01/2006","--",""
"02/01/2006","14.20","e"
"03/01/2006","16.70","e"
"04/01/2006","28.10","e"
"05/01/2006","32.00","e"
"06/01/2006","--",""
"07/01/2006","--",""
"08/01/2006","--",""
"09/01/2006","--",""
"10/01/2006","--",""
"11/01/2006","--",""
"12/01/2006","--",""
"01/01/2007","--",""
"02/01/2007","6.40","e"
"03/01/2007","14.50","e"
"04/01/2007","9.80","e"
"05/01/2007","0.00","e"
"06/01/2007","--",""
"07/01/2007","--",""
"08/01/2007","--",""
"09/01/2007","--",""
"10/01/2007","--",""
"11/01/2007","--",""
"12/01/2007","--",""
"01/01/2008","--",""
"02/01/2008","22.60","e"
"03/01/2008","29.40","e"
"04/01/2008","25.90","e"
"05/01/2008","10.20","e"
"06/01/2008","--",""
"07/01/2008","--",""
"08/01/2008","--",""
"09/01/2008","--",""
"10/01/2008","--",""
"11/01/2008","--",""
"12/01/2008","--",""
"01/01/2009","--",""
"02/01/2009","--",""
"03/01/2009","--",""
"04/01/2009","--",""
"05/01/2009","--",""
"06/01/2009","--",""
"07/01/2009","--",""
"08/01/2009","--",""
"09/01/2009","--",""
"10/01/2009","--",""
"11/01/2009","--",""
"12/01/2009","--",""
"01/01/2010","--",""
"02/01/2010","--",""
"03/01/2010","--",""
"04/01/2010","--",""
"05/01/2010","--",""
"06/01/2010","--",""
"07/01/2010","--",""
"08/01/2010","--",""
"09/01/2010","--",""
"10/01/2010","--",""
"11/01/2010","--",""
"12/01/2010","--",""
"01/01/2011","--",""
"02/01/2011","--",""
"03/01/2011","--",""
"04/01/2011","--",""
"05/01/2011","--",""
"06/01/2011","--",""
"07/01/2011","--",""
"08/01/2011","--",""
"09/01/2011","--",""
"10/01/2011","--",""
"11/01/2011","--",""
"12/01/2011","--",""
"01/01/2012","--",""
"02/01/2012","--",""
"03/01/2012","--",""
"04/01/2012","--",""
"05/01/2012","--",""
"06/01/2012","--",""
"07/01/2012","--",""
"08/01/2012","--",""
"09/01/2012","--",""
"10/01/2012","--",""
"11/01/2012","--",""
"12/01/2012","--",""
"01/01/2013","--",""
"02/01/2013","--",""
"03/01/2013","--",""
"04/01/2013","--",""
"05/01/2013","--",""
"06/01/2013","--",""
"07/01/2013","--",""
"08/01/2013","--",""
"09/01/2013","--",""
"10/01/2013","--",""
"11/01/2013","--",""
"12/01/2013","--",""
"01/01/2014","--",""
"02/01/2014","--",""
"03/01/2014","--",""
"04/01/2014","--",""
"05/01/2014","--",""
"06/01/2014","--",""
"07/01/2014","--",""
"08/01/2014","--",""
"09/01/2014","--",""
"10/01/2014","--",""
"11/01/2014","--",""
"12/01/2014","--",""
"01/01/2015","--",""
"02/01/2015","--",""
"03/01/2015","--",""
"04/01/2015","--",""
"05/01/2015","--",""
"06/01/2015","--",""
"07/01/2015","--",""
"08/01/2015","--",""
"09/01/2015","--",""
"10/01/2015","--",""
"11/01/2015","--",""
"12/01/2015","--",""
"01/01/2016","--",""
"02/01/2016","--",""
"03/01/2016","--",""
"04/01/2016","--",""
"05/01/2016","--",""
"06/01/2016","--",""
"07/01/2016","--",""
"08/01/2016","--",""
"09/01/2016","--",""
"10/01/2016","--",""
"11/01/2016","--",""
"12/01/2016","--",""
"01/01/2017","--",""
"02/01/2017","--",""
"03/01/2017","--",""
"04/01/2017","--",""
"05/01/2017","--",""
"06/01/2017","--",""
"07/01/2017","--",""
"08/01/2017","--",""
"09/01/2017","--",""
"10/01/2017","--",""
"11/01/2017","--",""
"12/01/2017","--",""
"01/01/2018","--",""
"02/01/2018","--",""
"03/01/2018","--",""
"04/01/2018","--",""
"05/01/2018","--",""
"06/01/2018","--",""
"07/01/2018","--",""
"08/01/2018","--",""
"09/01/2018","--",""
"10/01/2018","--",""
"11/01/2018","--",""
"12/01/2018","--",""
"01/01/2019","--",""
"02/01/2019","--",""
"03/01/2019","--",""
"04/01/2019","--",""
"05/01/2019","--",""
"06/01/2019","--",""
"07/01/2019","--",""
"08/01/2019","--",""
"09/01/2019","--",""
"10/01/2019","--",""
"11/01/2019","--",""
"12/01/2019","--",""
"01/01/2020","--",""
"02/01/2020","--",""
"03/01/2020","--",""
"04/01/2020","--",""
"05/01/2020","--",""
"06/01/2020","--",""
"07/01/2020","--",""
"08/01/2020","--",""
"09/01/2020","--",""
"10/01/2020","--",""
"11/01/2020","--",""
"12/01/2020","--",""
"01/01/2021","--",""
"02/01/2021","--",""
"03/01/2021","--",""
"04/01/2021","--",""
"05/01/2021","--",""
"06/01/2021","--",""
"07/01/2021","--",""
"08/01/2021","--",""
"09/01/2021","--",""
"10/01/2021","--",""
"11/01/2021","--",""
"12/01/2021","--",""
"01/01/2022","--",""
"02/01/2022","--",""
"03/01/2022","--",""
